"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val","perc_change_Val","perc_change_lbs"
1998,"MS","LAKESHORE",2542983,3150246,4764310,106.71,171.78
1999,"MS","LAKESHORE",873522,1066857,1591056,-66.6,-65.65
2000,"MS","LAKESHORE",2908052,5485549,7999585,402.78,232.91
2001,"MS","LAKESHORE",2839615,4486549,6398575,-20.01,-2.35
2002,"MS","LAKESHORE",2898958,4915500,6902788,7.88,2.09
2003,"MS","LAKESHORE",1187733,2005236,2761438,-60,-59.03
2004,"MS","LAKESHORE",1993458,2352139,3154483,14.23,67.84
2005,"MS","LAKESHORE",446297,1046760,1361133,-56.85,-77.61
2006,"MS","LAKESHORE",730182,641118,808711,-40.59,63.61
2007,"MS","LAKESHORE",571217,1100367,1351484,67.12,-21.77
2008,"MS","LAKESHORE",517957,1419322,1710420,26.56,-9.32
2009,"MS","LAKESHORE",577362,1347234,1613211,-5.68,11.47
2010,"MS","LAKESHORE",244642,426902,505112,-68.69,-57.63
2011,"MS","LAKESHORE",142594,432977,501874,-0.64,-41.71
2012,"MS","LAKESHORE",61184,212767,242095,-51.76,-57.09
2013,"MS","LAKESHORE",168226,1022130,1143006,372.13,174.95
2014,"MS","LAKESHORE",456700.09,2807566,3081947,169.64,171.48
2015,"MS","LAKESHORE",557721.41,3636582,3952440,28.24,22.12
2016,"MS","LAKESHORE",1159139.73,6925341,7452175,88.55,107.83
2017,"MS","LAKESHORE",964973,6226820,6575583,-11.76,-16.75
2018,"LA","LAKESHORE",415320,2819131,2907150,-55.79,-56.96
2019,"MS","LAKESHORE",237203,1475920,1495184,-48.57,-42.89
2020,"MS","LAKESHORE",76188,446875,446875,-70.11,-67.88
2018,"FL","LAMONT",19272,93906,96838,0,0
2019,"FL","LAMONT",2927,19098,19347,-80.02,-84.81
1987,"FL","LAND O' LAKES",28171,123613,246714,0,0
1988,"FL","LAND O' LAKES",234236,649037,1251248,407.17,731.48
1989,"FL","LAND O' LAKES",143596,381482,707695,-43.44,-38.7
1990,"FL","LAND O' LAKES",112680,382561,684089,-3.34,-21.53
1991,"FL","LAND O' LAKES",79825,231263,400014,-41.53,-29.16
1992,"FL","LAND O' LAKES",58634,166543,281649,-29.59,-26.55
1993,"FL","LAND O' LAKES",63738,179639,296762,5.37,8.7
1994,"FL","LAND O' LAKES",71272,251305,406477,36.97,11.82
1995,"FL","LAND O' LAKES",48451,188949,299337,-26.36,-32.02
1996,"FL","LAND O' LAKES",64774,228371,355287,18.69,33.69
1997,"FL","LAND O' LAKES",3118,12617,19296,-94.57,-95.19
1999,"FL","LAND O' LAKES",4259,10047,14984,-22.35,36.59
2006,"FL","LAND O' LAKES",218890,751999,948577,6230.6,5039.47
2007,"FL","LAND O' LAKES",286569,1573583,1932695,103.75,30.92
2008,"FL","LAND O' LAKES",323283,1332168,1605390,-16.94,12.81
2009,"FL","LAND O' LAKES",128621,579393,693779,-56.78,-60.21
2010,"FL","LAND O' LAKES",270680,997795,1180595,70.17,110.45
2011,"FL","LAND O' LAKES",271478,1215161,1408518,19.31,0.29
2012,"FL","LAND O' LAKES",193446,1178896,1341396,-4.77,-28.74
2013,"FL","LAND O' LAKES",54325,583542,652551,-51.35,-71.92
2014,"FL","LAND O' LAKES",76182.34,797239.25,875152,34.11,40.23
2015,"FL","LAND O' LAKES",134476.63,1452498.75,1578656,80.39,76.52
2016,"FL","LAND O' LAKES",157201.05,1423394.5,1531677,-2.98,16.9
2017,"FL","LAND O' LAKES",122709,1204363,1271819,-16.97,-21.94
2018,"FL","LAND O' LAKES",152630,2096702,2162164,70.01,24.38
2019,"FL","LAND O' LAKES",191841,2262696,2292229,6.02,25.69
2020,"FL","LAND O' LAKES",176778,1818573,1818573,-20.66,-7.85
1991,"FL","LANTANA",2,8,14,0,0
1995,"FL","LANTANA",3,11,17,21.43,50
1998,"FL","LANTANA",1,14,21,23.53,-66.67
2004,"FL","LANTANA",1615,3396,4554,21585.71,161400
2005,"FL","LANTANA",2195,7178,9334,104.96,35.91
2006,"FL","LANTANA",26157,69435,87587,838.37,1091.66
2007,"FL","LANTANA",6543,19535,23994,-72.61,-74.99
1999,"LA","LAPLACE",832,333,497,0,0
2000,"LA","LAPLACE",1391,1608,2345,371.83,67.19
2001,"LA","LAPLACE",3750,7805,11131,374.67,169.59
2002,"LA","LAPLACE",2017,4229,5938,-46.65,-46.21
2003,"LA","LAPLACE",19924,37642,51838,772.99,887.8
2004,"LA","LAPLACE",20912,46775,62730,21.01,4.96
2005,"LA","LAPLACE",23594,36998,48110,-23.31,12.83
2006,"LA","LAPLACE",27372,39553,49893,3.71,16.01
2007,"LA","LAPLACE",26709,37299,45811,-8.18,-2.42
2008,"LA","LAPLACE",25873,37513,45207,-1.32,-3.13
2009,"LA","LAPLACE",41582,55371,66304,46.67,60.72
2010,"LA","LAPLACE",25912,31384,37134,-43.99,-37.68
2011,"LA","LAPLACE",33581,47126,54625,47.1,29.6
2012,"LA","LAPLACE",35273,39724,45200,-17.25,5.04
2013,"LA","LAPLACE",18052,23070,25799,-42.92,-48.82
